DATE;Temperature °C;Humidity %;WindDirection °;WindSpeed m/s;Pressure hPa;LowClouds %;MediumClouds %;HighClouds %;Fog %;WindGust m/s;DewPointTemperature °C;Cloudiness %;Precipitation mm;DirectSunPower kW/m²;DiffuseSunPower kW/m²;SunAltitude °;SunAzimuth °;DirectSunPowerVertical kW/m²
11-10-2020 08:00:00;"6,90";"94,10";"196,90";"2,20";"1.012,80";"49,10";"0,20";"0,10";0;4;6;"49,30";0;"0,05";"0,04";"6,86";"113,49";"0,44"
11-10-2020 09:00:00;"7,80";"90,80";"195,60";"2,70";"1.012,90";"76,10";"0,60";0;0;"4,60";"6,40";"76,30";0;"0,11";"0,06";"14,08";"126,70";"0,42"
11-10-2020 10:00:00;"9,40";"83,80";"202,90";"4,60";"1.013,20";56;"0,80";0;0;"7,90";"6,80";"56,60";0;"0,22";"0,09";"20,12";"140,93";"0,60"
11-10-2020 11:00:00;"8,80";"83,40";"204,90";"4,10";"1.013,70";"71,30";0;0;0;"8,20";"6,10";"71,30";0;"0,25";"0,08";"24,49";"156,31";"0,56"
11-10-2020 12:00:00;"9,90";"78,50";194;"3,90";"1.013,40";"51,70";0;0;0;"7,10";"6,30";"51,70";0;"0,30";"0,10";"26,73";"172,63";"0,59"
11-10-2020 13:00:00;"11,20";"74,40";"200,50";"3,70";"1.013,90";"40,20";"1,50";0;0;"6,90";"6,80";"41,50";0;"0,30";"0,10";"26,57";"189,29";"0,61"
11-10-2020 14:00:00;"11,50";"71,70";"209,80";"3,50";"1.013,80";"69,70";"1,20";0;0;7;"6,60";"69,80";0;"0,25";"0,08";"24,04";"205,52";"0,55"
11-10-2020 15:00:00;"11,90";"71,90";"209,70";"3,40";"1.013,60";"56,70";"5,90";0;0;"6,70";7;"57,40";0;"0,18";"0,06";"19,42";"220,75";"0,51"
11-10-2020 16:00:00;"12,70";"68,90";"193,30";"3,10";"1.013,20";"52,90";"5,30";0;0;"5,70";"7,10";"54,40";0;"0,11";"0,06";"13,19";"234,82";"0,47"
11-10-2020 17:00:00;"11,80";"70,50";"204,60";"3,60";"1.013,60";"86,50";"10,90";0;0;"6,60";"6,60";"88,40";0;"0,03";"0,03";"5,86";"247,91";"0,32"
11-10-2020 18:00:00;"11,10";"70,80";"223,50";2;1.014;"70,30";"4,50";0;0;"5,90";6;"70,30";0;0;0;"-2,26";"260,40";0
11-10-2020 19:00:00;"10,50";"71,90";"200,90";"2,10";"1.014,50";"27,20";0;0;0;4;"5,60";"27,30";0;0;0;0;0;0
11-10-2020 20:00:00;"8,80";"78,60";"210,80";"1,30";"1.014,70";"17,60";0;0;0;"3,50";"5,20";"17,50";0;0;0;0;0;0
11-10-2020 21:00:00;"7,30";"84,70";"221,90";"0,90";"1.014,80";"12,20";0;0;0;"2,10";"4,80";"12,30";0;0;0;0;0;0
11-10-2020 22:00:00;"6,60";"87,50";"243,10";"0,70";"1.015,10";"35,70";0;"0,10";0;"1,40";"4,60";"35,70";0;0;0;0;0;0
11-10-2020 23:00:00;"6,10";"89,80";"307,50";"1,10";"1.015,10";"33,30";"10,30";"1,50";0;"1,80";"4,50";"34,80";0;0;0;0;0;0
12-10-2020 00:00:00;"5,50";"92,90";"244,90";"0,50";1.015;"20,90";"0,20";"2,90";0;"1,70";"4,40";"23,20";0;0;0;0;0;0
12-10-2020 01:00:00;"4,90";"92,80";276;"0,90";"1.015,10";"29,80";0;"0,10";0;"1,80";"3,70";"29,80";0;0;0;0;0;0
12-10-2020 02:00:00;"4,20";"94,50";"232,20";1;"1.015,10";"23,50";0;"0,20";0;"1,60";"3,30";"23,80";0;0;0;0;0;0
12-10-2020 03:00:00;"4,10";"94,90";"236,70";1;"1.015,20";"27,70";0;0;"0,10";2;"3,20";28;0;0;0;0;0;0
12-10-2020 04:00:00;"4,20";"94,80";"242,20";"1,20";"1.014,60";"27,50";"1,40";0;0;"1,90";"3,40";"29,10";0;0;0;0;0;0
12-10-2020 05:00:00;"3,70";"97,80";"269,80";"1,50";"1.014,50";"9,30";"0,30";0;"1,60";"2,80";"3,30";"13,50";0;0;0;0;0;0
12-10-2020 06:00:00;"3,80";"97,20";"268,50";"2,20";"1.014,50";31;2;0;"0,80";"3,80";"3,30";"38,40";0;0;0;0;0;0
12-10-2020 07:00:00;"4,50";"96,80";250;"1,70";"1.014,60";"73,80";"51,50";0;"0,90";"3,20";"3,90";"84,90";0;0;0;"-1,36";"101,20";0
12-10-2020 08:00:00;"4,60";"96,20";"229,80";"1,70";"1.014,60";"45,40";"47,30";0;"0,50";"2,70";4;"74,20";0;"0,03";"0,03";"6,58";"113,74";"0,29"
12-10-2020 09:00:00;"4,90";"95,20";"232,10";"1,70";"1.015,20";"42,40";"2,50";0;"0,30";"2,80";"4,10";"48,40";0;"0,12";"0,05";"13,77";"126,94";"0,50"
12-10-2020 10:00:00;"6,50";"89,60";"244,70";"1,90";"1.015,40";"57,60";"4,10";0;0;"3,50";"4,80";"59,90";0;"0,19";"0,06";"19,80";"141,13";"0,52"
12-10-2020 11:00:00;"8,30";88;"254,10";"2,10";"1.015,20";43;"0,30";0;0;"4,10";"6,40";"43,20";0;"0,28";"0,07";"24,14";"156,47";"0,62"
12-10-2020 12:00:00;"10,30";"89,10";259;"1,80";"1.015,40";"91,90";"2,10";0;0;"3,40";"8,60";92;0;"0,25";"0,13";"26,36";"172,73";"0,51"
12-10-2020 13:00:00;"11,90";"82,80";"272,10";"2,30";"1.015,20";"93,30";"1,50";0;0;"4,20";"9,10";"93,50";0;"0,25";"0,13";"26,20";"189,32";"0,51"
12-10-2020 14:00:00;"12,40";"80,70";"274,20";"2,30";"1.014,90";"91,70";"0,60";0;0;"4,50";"9,20";"91,70";0;"0,22";"0,09";"23,66";"205,48";"0,51"
12-10-2020 15:00:00;"12,70";"76,20";"269,70";2;"1.014,60";"77,20";"0,20";"0,10";0;"4,30";"8,60";"77,20";0;"0,17";"0,07";"19,05";"220,66";"0,49"
12-10-2020 16:00:00;"12,80";"68,10";"264,30";"2,70";"1.014,20";"83,60";"1,90";0;0;"4,90";"7,10";"83,70";0;"0,09";"0,06";"12,83";"234,70";"0,40"
12-10-2020 17:00:00;"12,20";"72,60";"264,30";"3,10";"1.014,30";"73,20";"8,80";0;0;"5,80";"7,40";"73,20";0;"0,03";"0,03";"5,52";"247,77";"0,35"
12-10-2020 18:00:00;"10,60";"90,10";"283,40";"1,60";"1.014,40";"28,40";"6,20";0;0;"5,20";"9,10";"28,60";0;0;0;"-2,62";"260,24";0
12-10-2020 19:00:00;10;"89,90";"237,50";"1,10";"1.014,70";"53,10";"0,50";23;0;"3,10";"8,40";64;0;0;0;0;0;0
12-10-2020 20:00:00;"9,40";"91,20";"225,90";"1,10";"1.014,90";"66,90";"0,90";"1,30";0;"1,80";8;"67,80";0;0;0;0;0;0
12-10-2020 21:00:00;"8,70";"92,60";242;"1,10";"1.014,80";"48,70";"2,10";"0,30";0;"1,90";"7,60";"49,70";0;0;0;0;0;0
12-10-2020 22:00:00;"7,70";"93,60";"240,90";"1,50";1.015;"39,20";"2,10";"0,60";0;"2,40";"6,70";"40,80";0;0;0;0;0;0
12-10-2020 23:00:00;"6,90";"93,80";"238,30";"1,70";1.015;"43,60";"3,90";"3,20";0;"2,70";"5,90";"47,50";0;0;0;0;0;0
13-10-2020 00:00:00;"6,20";94;"252,70";"1,50";"1.015,10";"38,70";1;"0,10";0;"2,80";"5,20";39;0;0;0;0;0;0
13-10-2020 01:00:00;"6,30";"94,20";"218,50";"1,10";"1.014,90";"6,60";0;0;0;2;"5,40";"6,80";0;0;0;0;0;0
13-10-2020 02:00:00;"6,50";"94,70";"246,50";"1,20";1.015;"9,60";0;"17,50";0;"2,10";"5,70";"26,80";0;0;0;0;0;0
13-10-2020 03:00:00;"6,80";"95,10";"250,80";"1,20";"1.014,70";"32,80";"0,10";"9,10";"0,10";"2,10";6;"41,50";0;0;0;0;0;0
13-10-2020 04:00:00;"7,80";"94,40";"260,70";"0,80";"1.014,90";"60,60";"17,90";0;0;"2,20";7;"65,50";0;0;0;0;0;0
13-10-2020 05:00:00;"7,40";"94,80";"286,80";"0,40";"1.014,80";"31,90";"9,80";"1,50";0;"1,50";"6,60";"40,10";0;0;0;0;0;0
13-10-2020 06:00:00;"7,20";"94,20";"197,30";"0,90";"1.014,80";"52,50";"16,30";"0,10";0;"1,40";"6,30";"60,20";0;0;0;0;0;0
13-10-2020 07:00:00;7;"93,70";"253,80";"0,70";"1.015,20";"44,10";"10,60";"13,50";0;"1,40";6;"57,60";0;0;0;"-1,67";"101,46";0
13-10-2020 08:00:00;"6,30";"93,10";"266,20";"0,60";"1.015,80";"33,10";"3,60";"30,30";0;"1,40";"5,20";"57,40";0;"0,04";"0,03";"6,30";"113,99";"0,37"
13-10-2020 09:00:00;"6,80";"95,50";"83,50";"1,10";"1.016,60";"72,30";"30,80";"14,90";"0,30";"1,80";6;"85,20";0;"0,07";"0,07";"13,47";"127,17";"0,30"
13-10-2020 10:00:00;"9,10";"94,10";"121,20";"1,40";"1.017,20";"94,10";70;"8,40";0;3;"8,20";"99,40";0;"0,04";"0,07";"19,47";"141,33";"0,12"
13-10-2020 11:00:00;"9,10";"88,40";"127,20";"2,10";"1.017,50";"89,90";57;"0,90";0;"4,20";"7,30";"94,30";0;"0,10";"0,11";"23,79";"156,63";"0,23"
13-10-2020 12:00:00;"10,20";"85,30";"109,90";2;"1.017,90";"56,90";"60,70";0;0;4;"7,90";"84,90";0;"0,13";"0,14";"25,99";"172,83";"0,26"
13-10-2020 13:00:00;"11,10";"86,50";"79,30";"2,10";"1.017,80";54;"74,50";"4,40";0;"4,30";"8,90";"88,60";0;"0,09";"0,12";"25,82";"189,35";"0,18"
13-10-2020 14:00:00;12;"85,60";"46,40";"2,10";"1.017,90";"22,20";"12,80";0;0;"4,20";"9,70";"29,60";0;"0,25";"0,08";"23,28";"205,45";"0,58"
13-10-2020 15:00:00;13;"81,70";"49,20";"2,60";"1.018,20";"15,60";0;0;0;5;"9,90";"15,50";0;"0,22";"0,05";"18,69";"220,58";"0,65"
13-10-2020 16:00:00;"12,60";"77,30";"22,10";"3,20";1.018;"52,30";0;"0,20";0;"5,70";"8,80";"52,60";0;"0,11";"0,06";"12,47";"234,58";"0,49"
13-10-2020 17:00:00;"12,30";"74,80";"29,60";3;"1.018,30";53;0;"32,30";0;"5,80";"7,90";"66,60";0;"0,03";"0,03";"5,18";"247,62";"0,34"
13-10-2020 18:00:00;"11,40";"77,70";"32,50";"2,10";"1.018,80";"47,50";0;"41,80";0;5;"7,60";"66,20";0;0;0;"-2,98";"260,08";0
13-10-2020 19:00:00;"10,90";"80,40";"37,30";"2,20";"1.019,60";"59,60";0;"70,80";0;"4,40";"7,60";"84,90";0;0;0;0;0;0
13-10-2020 20:00:00;"10,10";"85,50";"39,30";"2,70";"1.020,10";"24,30";0;"92,40";0;"5,50";"7,70";"93,60";0;0;0;0;0;0
13-10-2020 21:00:00;"8,60";89;"28,40";"3,40";"1.020,50";"3,20";0;"94,90";0;"6,10";"6,90";"95,10";0;0;0;0;0;0
13-10-2020 22:00:00;"7,90";"91,10";"26,40";"3,30";"1.020,60";"1,10";0;"65,30";0;"5,80";"6,50";"65,70";0;0;0;0;0;0
13-10-2020 23:00:00;"8,50";"86,20";"48,70";"4,40";"1.020,80";1;0;"63,90";0;"8,90";"6,30";"64,20";0;0;0;0;0;0
14-10-2020 00:00:00;"8,80";"81,70";"55,20";"5,20";"1.021,30";0;0;"71,10";0;"10,20";"5,80";"71,10";0;0;0;0;0;0
14-10-2020 01:00:00;"8,10";"80,80";"37,90";"4,80";"1.020,90";0;0;"95,20";0;"11,70";"4,90";"95,20";0;0;0;0;0;0
14-10-2020 02:00:00;"7,40";"81,60";"30,30";"5,60";"1.020,90";0;0;"75,60";0;"10,40";"4,40";"75,60";0;0;0;0;0;0
14-10-2020 03:00:00;"7,10";82;33;6;"1.020,60";"2,90";0;"81,80";0;"11,30";"4,20";"82,20";0;0;0;0;0;0
14-10-2020 04:00:00;"6,90";"82,60";"30,20";6;"1.020,30";"0,20";0;"45,40";0;"11,50";4;"45,50";0;0;0;0;0;0
14-10-2020 05:00:00;"6,70";"82,70";"22,70";6;"1.020,20";0;0;"16,90";0;"11,40";"3,90";"16,90";0;0;0;0;0;0
14-10-2020 06:00:00;"6,60";"80,60";"22,10";"6,50";"1.020,10";0;0;"40,70";0;"12,30";"3,40";"40,80";0;0;0;0;0;0
14-10-2020 07:00:00;"6,30";"78,10";"23,50";"7,20";"1.019,80";"6,70";0;"14,30";0;"13,50";"2,60";"19,80";0;0;0;"-1,97";"101,71";0
14-10-2020 08:00:00;"6,10";"79,90";"23,40";"7,10";"1.019,90";"6,10";0;7;0;14;"2,80";"12,40";0;"0,05";"0,04";"6,02";"114,23";"0,52"
14-10-2020 09:00:00;"6,60";"79,60";"16,80";"7,50";"1.019,60";"1,50";0;"53,10";0;"14,10";"3,30";"53,90";0;"0,10";"0,06";"13,16";"127,39";"0,41"
14-10-2020 10:00:00;"7,20";"78,80";"15,60";"8,10";"1.019,70";17;0;21;0;"15,90";"3,70";"34,20";0;"0,20";"0,06";"19,14";"141,53";"0,56"
14-10-2020 11:00:00;"8,40";"74,20";"19,50";8;"1.019,50";"18,50";0;"36,40";0;15;4;"46,70";0;"0,25";"0,08";"23,44";"156,78";"0,57"
14-10-2020 12:00:00;"9,70";"68,30";"25,50";"8,10";"1.019,20";"27,70";0;"62,30";0;15;4;"73,30";0;"0,25";"0,13";"25,63";"172,92";"0,52"
14-10-2020 13:00:00;"9,70";"65,40";"28,70";"8,40";"1.018,80";"44,40";0;"65,20";0;"15,60";"3,50";"81,20";0;"0,23";"0,14";"25,44";"189,37";"0,49"
14-10-2020 14:00:00;10;"63,10";"26,40";"8,30";"1.018,40";"29,40";0;"55,70";0;"15,50";"3,20";"70,10";0;"0,21";"0,10";"22,91";"205,41";"0,50"
14-10-2020 15:00:00;"10,70";"62,20";"27,30";"8,30";"1.018,10";"32,10";0;"44,50";0;"15,50";"3,70";"62,60";0;"0,15";"0,08";"18,32";"220,49";"0,45"
14-10-2020 16:00:00;"10,40";"63,20";"24,60";"8,20";"1.017,80";"46,80";0;"47,50";0;"15,20";"3,60";"74,10";0;"0,08";"0,07";"12,12";"234,46";"0,35"
14-10-2020 17:00:00;"9,90";"65,10";"25,40";"8,10";"1.017,70";"25,40";0;"76,50";0;15;"3,60";"82,20";0;"0,01";"0,01";"4,84";"247,48";"0,14"
14-10-2020 18:00:00;"9,30";"66,50";"24,60";"7,60";"1.017,90";"10,40";0;"40,90";0;"14,50";"3,30";47;0;0;0;"-3,33";"259,92";0
14-10-2020 19:00:00;9;"65,70";"20,40";"7,40";"1.018,10";14;0;"23,30";0;"14,30";"2,80";"33,90";0;0;0;0;0;0
14-10-2020 20:00:00;"8,30";"67,40";"20,90";"6,90";"1.018,40";"10,40";0;"7,20";0;"13,70";"2,50";"16,70";0;0;0;0;0;0
14-10-2020 21:00:00;"8,10";"67,20";"23,30";"7,10";1.019;"21,30";0;"12,20";0;"13,70";"2,30";"30,60";0;0;0;0;0;0
14-10-2020 22:00:00;8;"67,40";"20,70";"7,20";"1.019,50";"29,40";0;0;0;"13,50";"2,20";"29,40";0;0;0;0;0;0
14-10-2020 23:00:00;"7,90";"67,70";"19,20";"6,90";"1.019,60";"9,20";0;0;0;"13,50";"2,20";"9,20";0;0;0;0;0;0
15-10-2020 00:00:00;"7,60";"67,90";"18,20";"6,60";"1.019,80";"12,70";0;0;0;13;"1,90";"12,70";0;0;0;0;0;0
15-10-2020 01:00:00;"7,20";"68,90";16;"6,80";"1.019,70";"33,10";0;0;0;"12,90";"1,80";"33,10";0;0;0;0;0;0
15-10-2020 02:00:00;"7,30";"68,50";"17,30";"7,40";"1.019,90";"6,20";0;0;0;14;"1,80";"6,20";0;0;0;0;0;0
15-10-2020 03:00:00;"6,90";"69,60";"18,80";"7,10";"1.019,90";"2,40";0;0;0;14;"1,60";"2,40";0;0;0;0;0;0
15-10-2020 04:00:00;"6,70";"69,40";"18,40";"6,50";"1.019,80";"7,40";0;0;0;"12,90";"1,40";"7,40";0;0;0;0;0;0
15-10-2020 05:00:00;"6,80";"69,40";"19,30";"6,40";"1.019,80";"5,30";0;0;0;"12,40";"1,40";"5,30";0;0;0;0;0;0
15-10-2020 06:00:00;"6,60";"69,70";"18,70";"6,40";"1.019,90";"5,20";0;0;0;"12,30";"1,30";"5,20";0;0;0;0;0;0
15-10-2020 07:00:00;"6,40";"68,40";"19,50";"6,60";"1.020,10";"6,20";0;"0,10";0;"12,70";"0,90";"6,20";0;0;0;"-2,26";"101,96";0
15-10-2020 08:00:00;"6,50";"69,20";"20,60";"6,40";"1.020,60";"12,40";0;"1,10";0;"12,50";"1,10";"13,40";0;"0,05";"0,04";"5,73";"114,47";"0,53"
15-10-2020 09:00:00;7;"68,50";20;"6,60";"1.021,20";"2,30";0;0;0;"12,60";"1,40";"2,30";0;"0,14";"0,04";"12,86";"127,61";"0,61"
15-10-2020 10:00:00;"7,20";"65,50";"20,10";"6,70";"1.021,70";"0,50";0;0;0;"12,80";1;"0,50";0;"0,24";"0,05";"18,82";"141,72";"0,69"
15-10-2020 11:00:00;"7,50";"63,80";"20,10";"6,40";"1.021,70";"0,10";0;0;0;"12,40";"0,90";"0,10";0;"0,31";"0,06";"23,09";"156,93";"0,72"
15-10-2020 12:00:00;"8,20";"62,50";"21,80";"6,30";"1.021,70";0;0;0;0;12;"1,30";"0,10";0;"0,33";"0,09";"25,26";"173,01";"0,70"
15-10-2020 13:00:00;9;"62,60";"21,60";"5,80";1.022;"0,10";0;0;0;"11,70";"2,10";0;0;"0,33";"0,09";"25,07";"189,40";"0,70"
15-10-2020 14:00:00;"9,70";61;18;"4,70";"1.022,20";"0,10";0;0;0;"10,10";"2,40";"0,10";0;"0,30";"0,06";"22,54";"205,37";"0,72"
15-10-2020 15:00:00;10;59;"28,20";"4,30";"1.022,20";"1,10";0;0;0;9;"2,20";"1,10";0;"0,22";"0,05";"17,96";"220,40";"0,69"
15-10-2020 16:00:00;"9,70";"59,70";"31,80";"4,10";1.022;"1,90";0;0;0;"8,20";"2,10";"1,90";0;"0,13";"0,05";"11,77";"234,33";"0,61"
15-10-2020 17:00:00;9;"60,80";"32,10";"3,70";"1.022,10";"1,90";0;0;0;"7,40";"1,70";"1,90";0;"0,03";"0,02";"4,50";"247,33";"0,38"
15-10-2020 18:00:00;"8,30";"64,20";"29,40";"2,30";"1.022,50";"1,60";0;0;0;"6,20";"1,80";"1,60";0;0;0;"-3,67";"259,76";0
15-10-2020 19:00:00;"7,60";67;"32,30";"2,20";"1.022,90";"0,50";0;"6,10";0;"4,60";"1,80";"6,60";0;0;0;0;0;0
15-10-2020 20:00:00;"7,10";"69,20";"32,10";"2,20";1.023;"0,30";0;"19,80";0;"4,70";"1,70";20;0;0;0;0;0;0
15-10-2020 21:00:00;"6,90";"73,40";"32,80";"2,60";"1.023,30";"0,60";0;0;0;"5,30";"2,40";"0,60";0;0;0;0;0;0
15-10-2020 22:00:00;"5,20";"77,70";"31,90";"2,30";"1.023,40";"0,50";0;0;0;"5,10";"1,50";"0,50";0;0;0;0;0;0
15-10-2020 23:00:00;"4,60";"80,90";"27,20";2;"1.023,60";"0,80";0;0;0;"4,60";"1,40";"0,80";0;0;0;0;0;0
16-10-2020 00:00:00;"4,20";"83,70";"20,40";"1,30";"1.023,80";0;0;0;0;"3,90";"1,60";0;0;0;0;0;0;0
16-10-2020 01:00:00;"4,60";"83,50";"5,80";"1,30";"1.023,80";"6,10";0;"0,10";0;"3,80";2;"6,30";0;0;0;0;0;0
16-10-2020 02:00:00;"3,90";"86,70";"327,20";"1,30";1.024;"2,20";0;"26,80";0;"2,50";"1,70";"28,50";0;0;0;0;0;0
16-10-2020 03:00:00;"3,70";"90,30";340;"2,10";"1.023,90";"0,60";0;"13,20";0;"3,40";"2,20";"13,70";0;0;0;0;0;0
16-10-2020 04:00:00;"2,90";"89,90";"340,80";"2,20";"1.023,70";"2,40";0;9;0;"3,70";"1,30";"11,10";0;0;0;0;0;0
16-10-2020 05:00:00;"2,90";"91,20";"341,60";2;"1.023,40";"0,80";0;"49,40";0;"3,70";"1,40";"49,80";0;0;0;0;0;0
16-10-2020 06:00:00;"3,10";"93,70";"342,50";"1,70";"1.022,90";"0,10";0;"31,20";0;"3,30";2;"31,30";0;0;0;0;0;0
16-10-2020 07:00:00;"3,10";"97,50";"338,50";"1,60";"1.022,70";"0,70";0;"36,50";"1,80";"2,90";"2,60";"37,30";0;0;0;"-2,55";"102,21";0
16-10-2020 08:00:00;"2,80";97;"336,70";"1,70";"1.022,60";"0,30";0;0;"1,10";"2,90";"2,30";"3,10";0;"0,05";"0,04";"5,45";"114,71";"0,56"
16-10-2020 09:00:00;"3,70";"93,70";"344,90";2;1.023;"0,40";0;0;0;"3,40";"2,70";"5,70";0;"0,14";"0,04";"12,56";"127,83";"0,61"
16-10-2020 10:00:00;"5,30";"88,10";"354,80";"2,20";"1.023,10";"2,60";0;"0,10";0;4;"3,40";"2,80";0;"0,23";"0,05";"18,49";"141,91";"0,69"
16-10-2020 11:00:00;"7,20";"81,30";4;"2,80";"1.023,20";"42,30";0;0;0;"5,30";"4,10";"42,30";0;"0,26";"0,08";"22,75";"157,08";"0,63"
16-10-2020 12:00:00;"9,30";"73,30";"350,70";"3,40";"1.022,90";"9,20";0;0;0;"6,40";"4,70";"9,20";0;"0,32";"0,05";"24,90";"173,10";"0,69"
16-10-2020 13:00:00;"10,50";68;"5,20";"3,30";"1.022,80";"7,40";"1,50";0;0;"6,60";"4,80";"8,80";0;"0,31";"0,06";"24,70";"189,42";"0,68"
16-10-2020 14:00:00;"11,30";"68,60";"20,30";"3,50";"1.022,40";"14,40";"6,20";0;0;"6,80";"5,70";"19,70";0;"0,26";"0,07";"22,17";"205,33";"0,65"
16-10-2020 15:00:00;11;"70,60";"16,60";"3,60";1.022;"14,30";"10,50";0;0;"7,30";"5,80";"23,50";0;"0,19";"0,06";"17,60";"220,31";"0,59"
16-10-2020 16:00:00;"10,60";"67,70";"24,70";"3,70";"1.022,30";"50,30";"34,70";0;0;"6,80";"4,90";"60,30";0;"0,07";"0,07";"11,42";"234,21";"0,37"
16-10-2020 17:00:00;"10,60";"70,50";"43,10";"2,70";"1.022,10";"93,10";"57,60";0;0;"6,70";"5,40";"95,50";0;"0,01";"0,01";"4,18";"247,18";"0,13"
16-10-2020 18:00:00;"9,90";"68,80";"60,50";"3,30";"1.021,80";"98,90";"12,50";0;0;"6,10";"4,40";"99,20";0;0;0;"-4,01";"259,60";0
16-10-2020 19:00:00;"9,50";70;"58,70";"4,10";"1.022,40";"96,50";"15,50";"0,10";0;"7,50";"4,20";"96,80";0;0;0;0;0;0
16-10-2020 20:00:00;"9,10";"71,90";"50,60";"3,60";"1.022,80";"91,70";"57,60";0;0;"7,60";"4,20";"96,90";0;0;0;0;0;0
16-10-2020 21:00:00;"8,70";"73,50";"52,80";3;"1.022,70";"81,50";"90,90";0;0;"6,70";"4,20";98;0;0;0;0;0;0
16-10-2020 22:00:00;"8,70";"70,50";"52,10";"3,70";1.023;"66,80";"62,60";0;0;"7,30";"3,60";"83,90";0;0;0;0;0;0
16-10-2020 23:00:00;"8,20";"73,50";"48,80";"3,50";"1.023,20";37;"7,90";0;0;"7,40";"3,60";"43,10";0;0;0;0;0;0
17-10-2020 00:00:00;"7,50";"77,10";"42,90";3;"1.023,30";"18,60";"1,50";0;0;"6,60";"3,60";"19,90";0;0;0;0;0;0
17-10-2020 01:00:00;"7,30";80;50;"3,30";"1.022,80";"30,60";"1,40";0;0;8;4;"31,30";0;0;0;0;0;0
17-10-2020 02:00:00;"6,70";"82,70";"48,60";"2,70";"1.022,70";"45,60";"0,60";0;0;"6,30";"3,90";"45,80";0;0;0;0;0;0
17-10-2020 03:00:00;"5,90";"85,50";"40,60";"2,30";"1.022,50";"42,60";"0,10";0;0;"5,40";"3,60";"42,70";0;0;0;0;0;0
17-10-2020 04:00:00;"5,50";"90,20";"43,20";"1,90";"1.022,10";"6,90";0;0;0;"3,80";4;"6,90";0;0;0;0;0;0
17-10-2020 05:00:00;"5,30";93;"28,80";"1,70";"1.021,80";"6,60";0;0;0;"3,30";"4,10";"6,70";0;0;0;0;0;0
17-10-2020 06:00:00;"4,90";"94,50";"30,60";"1,70";"1.021,60";"12,80";0;0;0;"2,90";4;"12,90";0;0;0;0;0;0
17-10-2020 07:00:00;"4,40";"94,80";"31,40";"1,70";"1.021,30";"13,80";0;0;"0,10";3;"3,50";14;0;0;0;"-2,84";"102,46";0
17-10-2020 08:00:00;"4,10";"95,10";"26,80";"1,60";"1.021,30";"9,60";0;0;"0,20";"2,90";"3,30";"9,80";0;"0,05";"0,03";"5,17";"114,95";"0,54"
17-10-2020 09:00:00;4;"93,50";"28,20";"1,20";"1.021,40";"3,30";0;0;0;"2,60";3;"3,50";0;"0,13";"0,05";"12,26";"128,05";"0,61"
17-10-2020 10:00:00;"5,90";"86,20";"39,10";"1,70";"1.021,50";"0,70";0;0;0;"3,30";"3,70";"0,70";0;"0,23";"0,05";"18,17";"142,10";"0,69"
17-10-2020 11:00:00;"6,80";"79,70";"37,10";"1,60";"1.021,30";0;0;0;0;"3,80";"3,40";0;0;"0,30";"0,06";"22,40";"157,22";"0,72"
17-10-2020 12:00:00;"7,80";"74,20";12;"1,30";"1.020,70";0;0;0;0;"3,50";"3,40";0;0;"0,32";"0,05";"24,54";"173,18";"0,71"
17-10-2020 13:00:00;"9,60";"68,30";"352,60";"2,30";"1.020,20";"0,40";0;0;0;"4,90";4;"0,30";0;"0,32";"0,05";"24,33";"189,44";"0,71"
17-10-2020 14:00:00;"10,30";"64,80";"338,90";2;"1.019,50";"2,60";0;"0,70";0;5;"3,90";"3,30";0;"0,29";"0,06";"21,81";"205,29";"0,71"
17-10-2020 15:00:00;"10,60";"62,80";299;"2,20";"1.018,90";"8,60";0;0;0;"4,40";"3,70";"8,60";0;"0,21";"0,05";"17,24";"220,22";"0,68"
17-10-2020 16:00:00;"10,10";"64,90";"291,30";"3,50";1.018;20;0;"0,10";0;"6,30";"3,70";20;0;"0,11";"0,05";"11,08";"234,08";"0,57"
17-10-2020 17:00:00;"9,60";"65,60";"293,50";"3,70";"1.017,30";"29,10";0;0;0;"6,40";"3,40";"29,10";0;"0,02";"0,02";"3,85";"247,03";"0,34"
17-10-2020 18:00:00;"9,20";"69,20";"280,20";"2,70";"1.017,40";"35,60";0;0;0;"5,70";"3,80";"35,50";0;0;0;"-4,35";"259,44";0
17-10-2020 19:00:00;8;75;"257,90";"2,50";"1.016,70";"35,80";0;0;0;"4,50";"3,70";"35,80";0;0;0;0;0;0
17-10-2020 20:00:00;"7,80";"75,30";"239,10";"3,10";"1.015,80";"98,70";0;0;0;"4,80";"3,60";"98,70";0;0;0;0;0;0
17-10-2020 21:00:00;"8,70";"73,30";"244,50";"4,10";"1.015,20";100;0;0;0;"6,80";"4,10";100;0;0;0;0;0;0
17-10-2020 22:00:00;"9,10";75;"248,10";5;"1.014,10";100;0;"76,80";0;"8,30";"4,80";100;0;0;0;0;0;0
17-10-2020 23:00:00;"8,90";"79,70";"246,80";"5,20";"1.012,90";"99,60";0;"74,20";0;"8,70";"5,50";"99,90";0;0;0;0;0;0
18-10-2020 00:00:00;"9,20";"84,10";"252,80";"5,70";"1.011,90";100;0;"67,80";0;"9,60";"6,60";100;0;0;0;0;0;0
18-10-2020 01:00:00;"9,80";85;"262,90";"6,80";"1.010,60";"99,80";0;"0,70";0;"11,70";"7,40";"99,90";0;0;0;0;0;0
