DATE;Temperature °C;Humidity %;WindDirection °;WindSpeed m/s;Pressure hPa;LowClouds %;MediumClouds %;HighClouds %;Fog %;WindGust m/s;DewPointTemperature °C;Cloudiness %;Precipitation mm;DirectSunPower kW/m²;DiffuseSunPower kW/m²;SunAltitude °;SunAzimuth °;DirectSunPowerVertical kW/m²
12-11-2021 06:00:00;"6,40";"98,90";"246,30";"1,40";1.020;"3,30";"2,80";99;"2,70";"3,50";"6,20";"99,10";0;0;0;0;0;0
12-11-2021 07:00:00;"6,10";"96,60";"238,30";"1,20";"1.019,80";"0,10";3;"99,90";0;"2,80";"5,50";"99,90";0;0;0;"-1,81";"119,48";0
12-11-2021 08:00:00;"5,70";"95,30";"204,30";1;1.020;0;"1,70";100;0;"2,20";5;100;0;"0,02";"0,02";"5,01";"132,04";"0,18"
12-11-2021 09:00:00;"6,10";"90,20";"205,80";"1,10";"1.019,80";"0,10";0;98;0;"2,20";"4,50";"98,10";0;"0,05";"0,06";"10,49";"145,31";"0,24"
12-11-2021 10:00:00;"7,10";"87,20";210;"1,10";"1.019,90";0;"0,20";"99,90";0;"2,50";"5,10";"99,90";0;"0,06";"0,06";"14,37";"159,38";"0,23"
12-11-2021 11:00:00;"8,60";"86,70";"217,30";2;1.020;"2,40";"0,10";"98,20";0;"4,20";"6,40";"98,30";0;"0,08";"0,09";"16,29";"174,04";"0,28"
12-11-2021 12:00:00;"9,90";"84,60";"185,60";2;"1.019,70";"4,80";0;89;0;"4,40";"7,50";"89,60";0;"0,09";"0,09";"16,06";"188,91";"0,32"
12-11-2021 13:00:00;"9,90";"82,10";169;"2,30";"1.019,10";"1,80";0;"9,50";0;"5,20";"6,90";"11,30";0;"0,14";"0,04";"13,71";"203,47";"0,57"
12-11-2021 14:00:00;"9,80";78;"167,50";"2,70";"1.018,70";5;0;"1,20";0;"5,90";"6,10";6;0;"0,09";"0,03";"9,46";"217,37";"0,54"
12-11-2021 15:00:00;"8,80";"85,90";"149,60";"3,60";"1.018,10";"10,70";0;"91,60";0;"7,70";"6,60";"92,60";0;"0,01";"0,01";"3,71";"230,48";"0,11"
12-11-2021 16:00:00;"8,90";"88,30";"150,90";"2,50";"1.017,80";"32,50";0;100;0;"7,50";7;100;0;0;0;"-3,45";"242,90";0
12-11-2021 17:00:00;"8,60";"90,30";"182,90";"3,60";"1.017,40";"72,90";0;100;0;"7,40";"7,10";100;0;0;0;0;0;0
12-11-2021 18:00:00;8;"86,80";"166,80";4;"1.017,10";"86,40";0;"96,70";0;"8,50";"5,90";"99,70";0;0;0;0;0;0
12-11-2021 19:00:00;"8,10";"90,10";155;"3,80";"1.016,30";"85,90";0;"92,20";0;"8,50";"6,50";"99,60";0;0;0;0;0;0
12-11-2021 20:00:00;"9,80";"82,20";"152,10";"4,80";"1.015,80";"99,90";0;"99,90";0;"10,10";"6,90";100;0;0;0;0;0;0
12-11-2021 21:00:00;"9,20";"83,60";"155,50";"4,90";"1.015,30";100;"1,80";"99,90";0;"10,80";"6,50";"99,90";0;0;0;0;0;0
12-11-2021 22:00:00;9;"86,90";"155,80";"4,90";"1.015,10";"99,80";"30,30";"98,90";0;"10,60";7;100;0;0;0;0;0;0
12-11-2021 23:00:00;9;87;"158,20";"5,20";"1.014,70";100;"56,50";100;0;"11,70";"6,90";100;0;0;0;0;0;0
13-11-2021 00:00:00;"8,90";"84,20";"159,90";"5,50";"1.014,30";"99,90";86;100;0;"12,10";"6,30";100;0;0;0;0;0;0
13-11-2021 01:00:00;"8,30";79;"156,10";"4,90";"1.014,10";"93,80";"67,10";100;0;"11,40";"4,80";100;0;0;0;0;0;0
13-11-2021 02:00:00;"8,50";"78,50";"156,70";"5,20";1.014;100;"69,80";100;0;"10,90";"4,90";100;0;0;0;0;0;0
13-11-2021 03:00:00;"8,80";"79,70";"147,60";"5,10";"1.013,60";100;97;100;0;"11,30";"5,40";100;0;0;0;0;0;0
13-11-2021 04:00:00;"8,80";"80,80";"145,90";"5,10";"1.013,20";100;"97,40";100;0;"10,80";"5,70";100;0;0;0;0;0;0
13-11-2021 05:00:00;"8,60";"79,50";"147,80";"4,40";"1.013,30";"99,90";"86,80";100;0;"10,20";"5,20";100;0;0;0;0;0;0
13-11-2021 06:00:00;"8,40";"81,40";"141,20";"4,40";"1.012,90";89;"76,30";100;0;"9,50";"5,30";100;0;0;0;0;0;0
13-11-2021 07:00:00;8;"82,60";"132,90";"4,90";"1.013,20";"99,60";"99,20";100;0;"10,50";"5,20";100;0;0;0;"-2,07";"119,59";0
13-11-2021 08:00:00;"7,90";"86,60";"133,90";"4,30";"1.013,70";"99,70";"62,80";100;0;"9,30";"5,80";"99,90";0;0;0;"4,76";"132,12";"0,03"
13-11-2021 09:00:00;"8,20";"85,30";"126,80";"4,30";1.014;"97,40";"35,50";94;0;"9,20";"5,80";"99,90";0;"0,02";"0,04";"10,23";"145,37";"0,12"
13-11-2021 10:00:00;"8,10";"86,30";"120,20";"4,70";"1.014,10";"99,80";"27,80";57;0;"10,30";6;100;0;"0,05";"0,06";"14,10";"159,40";"0,19"
13-11-2021 11:00:00;"8,40";"83,80";"119,60";"4,20";"1.014,70";100;"77,80";"0,40";0;"9,80";"5,80";100;0;"0,03";"0,05";"16,02";"174,03";"0,09"
13-11-2021 12:00:00;"8,50";"82,80";"121,80";"3,80";"1.015,20";100;"99,90";3;0;"9,20";"5,70";100;0;0;0;"15,80";"188,85";0
13-11-2021 13:00:00;"8,50";"83,50";"118,30";"3,60";"1.015,10";100;"98,10";"2,90";0;8;"5,80";100;0;"0,02";"0,04";"13,46";"203,37";"0,10"
13-11-2021 14:00:00;"8,50";"82,10";"114,90";"3,50";"1.015,20";100;"96,90";16;0;"8,20";"5,60";100;0;"0,01";"0,02";"9,22";"217,24";"0,07"
13-11-2021 15:00:00;"8,40";"82,70";"106,20";"3,50";"1.015,60";100;"93,60";"0,20";0;"7,60";"5,60";100;0;0;"0,01";"3,50";"230,33";"0,06"
13-11-2021 16:00:00;"8,30";"82,40";"101,80";"2,90";"1.016,10";100;"96,30";0;0;"7,30";"5,40";100;0;0;0;"-3,66";"242,73";0
13-11-2021 17:00:00;"8,10";"84,60";"96,90";"2,90";"1.016,50";"99,90";"89,90";0;0;"6,30";"5,60";100;0;0;0;0;0;0
13-11-2021 18:00:00;"7,90";"84,50";81;"2,90";"1.017,30";100;"91,40";0;0;"7,10";"5,40";100;0;0;0;0;0;0
13-11-2021 19:00:00;"7,80";"85,30";"89,90";"3,10";"1.017,80";100;97;0;0;"6,60";"5,40";100;0;0;0;0;0;0
13-11-2021 20:00:00;"7,90";"83,10";"82,30";"2,90";1.018;100;78;0;0;"6,70";"5,10";100;0;0;0;0;0;0
13-11-2021 21:00:00;"7,80";"85,20";"70,40";"2,40";"1.018,60";100;"93,80";0;0;"6,30";"5,40";100;0;0;0;0;0;0
13-11-2021 22:00:00;"7,60";"86,20";"65,20";"2,40";"1.019,10";"98,50";"74,30";0;0;"5,30";"5,40";100;0;0;0;0;0;0
13-11-2021 23:00:00;"7,50";"88,20";62;"2,30";1.020;"99,90";"3,70";0;0;"5,10";"5,60";100;0;0;0;0;0;0
14-11-2021 00:00:00;"7,50";"89,30";"52,70";"2,50";"1.020,70";100;11;0;0;"5,30";"5,80";100;0;0;0;0;0;0
14-11-2021 01:00:00;"7,50";"89,90";"50,90";"2,80";"1.021,10";100;"12,40";0;0;"6,10";6;100;0;0;0;0;0;0
14-11-2021 02:00:00;"7,40";"88,20";"41,30";"3,20";"1.021,40";"99,70";"14,80";0;0;"7,40";"5,50";"99,70";0;0;0;0;0;0
14-11-2021 03:00:00;"7,50";"85,20";54;"3,50";"1.022,10";"87,20";"59,90";0;0;"7,60";"5,10";"98,80";0;0;0;0;0;0
14-11-2021 04:00:00;"7,30";"86,60";"46,90";"3,20";"1.022,80";"91,40";"93,20";0;0;"7,60";"5,20";"99,90";0;0;0;0;0;0
14-11-2021 05:00:00;"7,40";"87,30";"48,50";"2,90";"1.023,60";100;75;0;0;7;"5,30";100;0;0;0;0;0;0
14-11-2021 06:00:00;"7,50";"87,70";"52,20";"3,20";1.024;"99,90";"75,30";0;0;"6,80";"5,50";"99,90";0;0;0;0;0;0
14-11-2021 07:00:00;"7,80";"84,70";"62,10";"3,90";"1.024,50";100;"77,40";0;0;"8,40";"5,30";100;0;0;0;"-2,33";"119,69";0
14-11-2021 08:00:00;"7,60";83;"60,10";"3,40";"1.025,70";100;"10,50";0;0;"8,80";"4,80";100;0;"0,02";"0,02";"4,52";"132,21";"0,22"
14-11-2021 09:00:00;"7,80";"82,20";"63,10";"3,40";"1.026,50";100;"31,60";0;0;8;"4,90";100;0;"0,04";"0,03";"9,97";"145,43";"0,24"
14-11-2021 10:00:00;"7,70";"82,70";"63,70";"3,30";"1.027,50";100;13;0;0;"7,50";"4,90";100;0;"0,08";"0,06";"13,84";"159,42";"0,33"
14-11-2021 11:00:00;"7,80";"83,60";"49,30";"3,40";"1.028,40";100;"10,90";0;0;"7,30";"5,10";100;0;"0,11";"0,09";"15,76";"174,01";"0,40"
14-11-2021 12:00:00;8;"84,20";"57,80";"3,50";"1.028,80";100;"0,30";0;0;"7,30";"5,40";100;0;"0,12";"0,09";"15,54";"188,78";"0,44"
14-11-2021 13:00:00;"8,30";"79,40";65;"3,20";"1.029,20";100;0;0;0;"7,10";"4,90";100;0;"0,09";"0,06";"13,21";"203,27";"0,37"
14-11-2021 14:00:00;"8,10";76;"74,10";"3,60";1.030;"99,40";0;"4,30";0;"7,70";4;"99,40";0;"0,05";"0,03";"8,99";"217,12";"0,30"
14-11-2021 15:00:00;"7,90";"72,20";"86,80";4;"1.030,20";"88,40";0;0;0;"8,70";"3,10";"88,30";0;"0,01";"0,02";"3,30";"230,18";"0,25"
14-11-2021 16:00:00;"7,40";"71,70";"84,10";"3,50";"1.030,70";"90,80";0;0;0;"9,60";"2,50";"90,80";0;0;0;"-3,87";"242,56";0
14-11-2021 17:00:00;"7,60";"78,20";"88,30";"3,60";1.031;"99,60";0;0;0;"7,90";"3,90";"99,60";0;0;0;0;0;0
14-11-2021 18:00:00;"7,50";"76,50";"93,10";4;"1.031,60";"99,90";0;0;0;"8,80";"3,60";"99,90";0;0;0;0;0;0
14-11-2021 19:00:00;"7,50";"72,90";"92,90";"4,20";"1.032,10";"99,90";0;0;0;"9,30";"2,90";100;0;0;0;0;0;0
14-11-2021 20:00:00;"7,40";"74,30";"95,60";"4,10";"1.032,70";100;0;0;0;"8,90";3;100;0;0;0;0;0;0
14-11-2021 21:00:00;7;"74,90";"97,60";"4,50";"1.032,80";100;0;0;0;"9,70";"2,80";"99,90";0;0;0;0;0;0
14-11-2021 22:00:00;"7,20";"78,60";"97,50";"3,40";1.033;100;0;0;0;"9,60";"3,60";100;0;0;0;0;0;0
14-11-2021 23:00:00;7;"81,10";"86,70";"3,20";"1.033,50";"99,90";0;0;0;7;"3,90";100;0;0;0;0;0;0
15-11-2021 00:00:00;7;"83,60";"86,70";"3,30";"1.033,30";100;0;0;0;"7,20";"4,30";100;0;0;0;0;0;0
15-11-2021 01:00:00;"7,30";"82,90";"89,10";"3,20";"1.033,10";100;0;0;0;"7,20";"4,50";100;0;0;0;0;0;0
15-11-2021 02:00:00;"7,20";"83,50";"93,50";"3,20";"1.032,90";100;0;0;0;"6,80";"4,50";100;0;0;0;0;0;0
15-11-2021 03:00:00;"7,30";"83,90";99;"3,40";"1.032,70";100;0;0;0;"7,40";"4,70";100;0;0;0;0;0;0
15-11-2021 04:00:00;"7,20";"83,50";"98,20";"3,60";"1.032,30";100;0;0;0;"7,70";"4,50";100;0;0;0;0;0;0
15-11-2021 05:00:00;"7,40";80;111;"3,70";"1.031,90";100;0;0;0;8;"4,10";100;0;0;0;0;0;0
15-11-2021 06:00:00;"7,50";"78,60";"118,70";"3,30";"1.031,90";100;0;0;0;8;4;"99,90";0;0;0;0;0;0
15-11-2021 07:00:00;"7,60";"81,30";"108,60";"2,50";"1.032,10";100;0;0;0;7;"4,50";100;0;0;0;"-2,58";"119,79";0
15-11-2021 08:00:00;"7,50";"81,20";"97,60";"2,60";"1.032,40";"99,90";0;0;0;"5,70";"4,40";100;0;"0,02";"0,02";"4,28";"132,28";"0,24"
15-11-2021 09:00:00;"7,70";"82,20";"100,10";"2,80";"1.032,40";100;0;0;0;"6,10";"4,70";100;0;"0,05";"0,04";"9,72";"145,48";"0,31"
15-11-2021 10:00:00;"7,70";"82,50";"99,40";"2,80";"1.032,10";100;0;0;0;"6,40";"4,90";100;0;"0,09";"0,06";"13,58";"159,44";"0,37"
15-11-2021 11:00:00;"7,70";"84,20";120;3;1.032;100;0;0;0;"6,40";"5,20";100;0;"0,12";"0,09";"15,50";"173,98";"0,45"
15-11-2021 12:00:00;"8,10";"76,70";130;"3,10";"1.031,70";"99,90";0;0;0;"6,90";"4,20";100;0;"0,12";"0,09";"15,29";"188,72";"0,45"
15-11-2021 13:00:00;"7,80";"77,40";"124,50";"2,90";"1.031,20";100;0;0;0;"7,10";4;"99,90";0;"0,09";"0,06";"12,98";"203,17";"0,37"
15-11-2021 14:00:00;"7,90";"73,30";"134,60";"2,30";"1.030,80";100;0;0;0;"5,90";"3,40";100;0;"0,05";"0,03";"8,77";"216,99";"0,31"
15-11-2021 15:00:00;"7,60";"77,80";"130,10";"3,30";"1.030,60";100;0;0;0;"7,10";"3,90";100;0;"0,01";"0,01";"3,10";"230,02";"0,24"
15-11-2021 16:00:00;"7,70";"75,50";131;"2,80";"1.030,40";"99,90";0;0;0;"7,10";"3,50";100;0;0;0;"-4,07";"242,39";0
15-11-2021 17:00:00;"7,50";"74,90";"120,50";"2,30";"1.030,50";100;0;0;0;"5,80";"3,20";100;0;0;0;0;0;0
15-11-2021 18:00:00;"7,30";"73,60";"120,10";"2,40";"1.030,40";100;0;0;0;"5,40";"2,80";100;0;0;0;0;0;0
15-11-2021 19:00:00;"7,30";74;"131,70";"2,40";"1.030,40";100;0;0;0;"5,80";"2,90";100;0;0;0;0;0;0
15-11-2021 20:00:00;"7,10";"78,60";"105,90";"2,90";"1.030,30";100;0;0;0;"6,30";"3,50";100;0;0;0;0;0;0
15-11-2021 21:00:00;7;"83,40";"96,30";"2,30";"1.030,30";100;0;0;0;"6,50";"4,30";"99,90";0;0;0;0;0;0
15-11-2021 22:00:00;"7,30";"81,40";"109,40";2;1.030;100;0;0;0;"4,60";"4,20";100;0;0;0;0;0;0
15-11-2021 23:00:00;"7,20";80;"131,40";"1,90";"1.029,80";100;0;0;0;"4,30";"3,90";100;0;0;0;0;0;0
16-11-2021 00:00:00;"7,20";"80,60";"140,10";"2,10";"1.029,50";"99,90";0;0;0;"4,60";4;100;0;0;0;0;0;0
16-11-2021 01:00:00;"7,20";"78,50";"140,80";"2,30";"1.028,90";100;0;0;0;"4,90";"3,60";100;0;0;0;0;0;0
16-11-2021 02:00:00;"7,10";"77,90";"145,10";"1,70";"1.028,60";100;0;"1,30";0;4;"3,40";100;0;0;0;0;0;0
16-11-2021 03:00:00;7;"73,80";"147,90";2;"1.028,10";100;0;"0,60";0;"4,40";"2,60";100;0;0;0;0;0;0
16-11-2021 04:00:00;"6,90";"72,50";"158,10";"1,50";"1.027,70";100;0;"3,50";0;5;"2,20";"99,90";0;0;0;0;0;0
16-11-2021 05:00:00;"6,50";"83,50";"316,40";"0,60";"1.027,10";100;0;"4,60";0;"1,90";"3,80";100;0;0;0;0;0;0
16-11-2021 06:00:00;"6,60";"84,40";"322,20";"1,10";"1.026,90";"99,90";0;"10,80";0;"2,20";"4,10";100;0;0;0;0;0;0
16-11-2021 07:00:00;"6,60";84;"1,20";1;"1.026,90";"99,90";0;"11,60";0;"2,50";4;100;0;0;0;"-2,83";"119,89";0
16-11-2021 08:00:00;"6,60";"88,90";"30,20";"1,10";"1.026,80";100;0;"13,10";0;"2,30";"4,80";100;0;"0,02";"0,02";"4,05";"132,36";"0,21"
16-11-2021 09:00:00;"6,80";"79,90";"97,80";"1,90";"1.026,20";100;0;"8,20";0;"4,40";"3,50";100;0;"0,05";"0,03";"9,47";"145,52";"0,29"
16-11-2021 10:00:00;"7,20";77;"117,60";"2,20";"1.025,80";"99,20";0;"2,40";0;6;"3,40";"99,20";0;"0,09";"0,06";"13,33";"159,45";"0,37"
16-11-2021 11:00:00;"7,10";"81,50";"117,90";"3,10";1.025;"96,70";0;"20,30";0;"6,90";"4,10";"97,10";0;"0,11";"0,09";"15,25";"173,95";"0,40"
16-11-2021 12:00:00;"7,10";"76,40";"130,10";"2,70";"1.024,20";"99,70";0;"15,40";0;"6,80";"3,20";"99,70";0;"0,11";"0,09";"15,05";"188,65";"0,41"
16-11-2021 13:00:00;7;"77,40";"151,40";"2,40";"1.023,80";"99,90";0;16;0;6;"3,30";"99,90";0;"0,08";"0,07";"12,74";"203,07";"0,33"
16-11-2021 14:00:00;7;"72,90";"147,50";"2,10";"1.023,40";"99,60";0;"5,90";0;"5,20";"2,30";"99,70";0;"0,05";"0,03";"8,56";"216,85";"0,30"
16-11-2021 15:00:00;"6,80";"72,90";"136,80";"2,40";"1.022,50";"99,60";0;0;0;"5,20";"2,20";"99,50";0;"0,01";"0,01";"2,91";"229,87";"0,24"
16-11-2021 16:00:00;"6,80";"69,70";"146,70";"2,10";1.022;100;0;0;0;"5,30";"1,50";100;0;0;0;"-4,26";"242,22";0
16-11-2021 17:00:00;"6,70";"77,90";"143,40";"2,10";"1.021,50";100;0;0;0;"4,60";3;100;0;0;0;0;0;0
16-11-2021 18:00:00;"6,80";"77,20";"182,90";2;1.021;100;0;0;0;"4,70";3;100;0;0;0;0;0;0
16-11-2021 19:00:00;"6,70";"80,50";"182,50";"0,80";"1.020,40";100;0;0;0;"4,10";"3,40";"99,90";0;0;0;0;0;0
16-11-2021 20:00:00;"6,50";"85,10";"352,50";"0,80";"1.019,90";100;0;0;0;"1,70";"4,10";100;0;0;0;0;0;0
16-11-2021 21:00:00;"6,50";"89,10";272;"0,60";"1.019,30";100;0;0;0;"1,50";"4,80";100;0;0;0;0;0;0
16-11-2021 22:00:00;"6,70";"85,10";"249,70";"1,20";"1.018,70";100;0;0;0;"2,70";"4,30";100;0;0;0;0;0;0
16-11-2021 23:00:00;"6,30";"82,40";"230,30";"2,50";"1.018,40";100;0;0;0;"5,10";"3,40";100;0;0;0;0;0;0
17-11-2021 00:00:00;"5,90";"81,80";"234,20";3;1.018;100;0;0;0;6;"2,90";100;0;0;0;0;0;0
17-11-2021 01:00:00;"5,70";"82,60";"232,20";"3,10";"1.017,50";100;0;0;0;"6,40";"2,90";100;0;0;0;0;0;0
17-11-2021 02:00:00;"5,50";"80,60";"210,70";"2,10";"1.016,70";100;0;0;0;"5,90";"2,30";100;0;0;0;0;0;0
17-11-2021 03:00:00;"5,40";"85,40";225;"2,70";"1.016,50";100;0;0;0;"5,70";"3,10";100;0;0;0;0;0;0
17-11-2021 04:00:00;"5,20";"86,90";"233,20";"2,70";"1.015,90";100;0;0;0;"5,60";"3,10";100;0;0;0;0;0;0
17-11-2021 05:00:00;5;"89,30";"233,20";"2,50";"1.015,70";100;0;0;0;"5,30";"3,30";100;0;0;0;0;0;0
17-11-2021 06:00:00;"4,90";"86,30";"223,60";"3,10";"1.015,40";100;0;0;0;"6,20";"2,70";100;0;0;0;0;0;0
17-11-2021 07:00:00;"4,70";"84,10";"211,90";"2,80";1.015;100;0;0;0;"6,80";"2,10";100;0;0;0;"-3,07";"119,97";0
17-11-2021 08:00:00;"4,80";"82,20";"215,30";"2,80";"1.014,90";100;0;0;0;"5,80";"1,90";100;0;"0,02";"0,02";"3,81";"132,42";"0,24"
17-11-2021 09:00:00;"4,70";85;"212,40";3;"1.014,40";99;0;"35,30";0;"6,30";"2,30";"99,10";0;"0,04";"0,03";"9,23";"145,56";"0,24"
17-11-2021 10:00:00;"5,30";"85,20";"216,40";"3,70";"1.013,70";"88,20";0;"11,90";0;"7,80";"2,90";"90,10";0;"0,09";"0,06";"13,08";"159,45";"0,37"
17-11-2021 11:00:00;6;"84,20";"218,10";5;"1.013,40";"96,90";0;"10,40";0;"10,30";"3,50";"97,70";0;"0,11";"0,09";15;"173,92";"0,43"
17-11-2021 12:00:00;"5,70";"87,10";"227,40";"4,80";"1.012,90";100;"69,60";"21,10";0;"10,10";"3,70";100;0;"0,04";"0,06";"14,81";"188,58";"0,15"
17-11-2021 13:00:00;"6,30";"84,90";"213,40";"4,70";"1.012,10";100;"86,10";"93,10";0;"9,80";"3,80";100;0;"0,01";"0,02";"12,52";"202,97";"0,06"
17-11-2021 14:00:00;"6,20";"89,60";"214,70";"5,30";"1.011,40";100;"67,70";"76,10";0;"10,70";"4,60";100;0;"0,01";"0,01";"8,35";"216,72";"0,07"
17-11-2021 15:00:00;"5,80";"94,30";"222,70";5;"1.011,40";100;"42,10";"88,90";0;"10,80";"4,90";100;0;0;0;"2,72";"229,72";"0,05"
17-11-2021 16:00:00;"6,40";"99,10";"241,80";"4,40";"1.011,30";100;"82,80";"8,70";4;"10,20";"6,30";100;0;0;0;"-4,44";"242,05";0
17-11-2021 17:00:00;7;"98,70";"270,30";"3,70";"1.011,40";"99,50";"99,40";"30,80";"1,40";"7,90";"6,80";"99,90";0;0;0;0;0;0
17-11-2021 18:00:00;"7,20";"96,50";"281,60";"3,40";"1.011,90";"18,50";24;"9,10";0;"8,30";"6,60";"38,90";0;0;0;0;0;0
17-11-2021 19:00:00;"6,70";"95,50";"280,80";"3,80";"1.012,40";"7,10";"25,10";0;0;"7,60";6;"30,80";0;0;0;0;0;0
17-11-2021 20:00:00;"6,10";"94,80";"262,10";"3,50";1.013;"31,10";"2,70";0;0;"7,10";"5,30";"33,70";0;0;0;0;0;0
17-11-2021 21:00:00;"6,40";"93,70";"268,70";"3,80";"1.013,60";"83,40";0;0;0;8;"5,40";"83,40";0;0;0;0;0;0
17-11-2021 22:00:00;"5,90";"93,90";"270,90";"3,20";"1.014,10";"83,70";0;0;0;"7,70";"4,90";"83,80";0;0;0;0;0;0
17-11-2021 23:00:00;"5,70";"83,50";"267,70";"3,90";"1.014,30";"96,60";0;0;0;"7,90";3;"96,60";0;0;0;0;0;0
18-11-2021 00:00:00;"5,20";"95,80";"271,50";"3,60";"1.014,60";"89,60";"70,30";0;0;"8,50";"4,50";"96,20";0;0;0;0;0;0
18-11-2021 01:00:00;"5,10";95;"262,30";4;"1.014,80";"45,80";"2,90";0;0;"8,20";"4,30";"45,80";0;0;0;0;0;0
18-11-2021 02:00:00;5;"90,60";"254,20";"4,10";"1.014,70";"67,40";"55,50";0;0;"9,80";"3,50";"68,30";0;0;0;0;0;0
18-11-2021 03:00:00;"5,30";"93,50";"255,10";"4,90";"1.014,70";"84,20";"28,70";0;0;"9,90";"4,30";"84,20";"0,20";0;0;0;0;0
18-11-2021 04:00:00;"5,60";"93,80";262;4;"1.014,40";"78,90";"23,60";0;0;"9,90";"4,60";"79,40";0;0;0;0;0;0
18-11-2021 05:00:00;"5,90";"94,40";"266,70";"4,20";"1.014,80";"78,60";"8,10";"8,90";0;"9,30";5;"80,50";0;0;0;0;0;0
18-11-2021 06:00:00;"5,90";"95,10";"255,80";"3,20";"1.015,10";"96,70";"58,40";0;0;"8,70";"5,10";"98,10";0;0;0;0;0;0
18-11-2021 07:00:00;"6,60";96;"261,30";"4,50";"1.015,30";"87,70";"53,60";"18,40";0;"9,10";6;"97,30";0;0;0;"-3,31";"120,05";0
18-11-2021 08:00:00;"7,10";"93,30";"266,10";"4,40";"1.015,90";"67,40";"57,60";"26,90";0;9;6;"82,50";0;"0,01";"0,01";"3,59";"132,48";"0,12"
18-11-2021 09:00:00;"6,80";"95,70";"258,10";"4,30";"1.016,20";"78,40";"65,80";"18,70";0;"8,60";"6,10";"99,30";0;"0,03";"0,03";"8,99";"145,60";"0,16"
18-11-2021 10:00:00;"7,30";"93,90";"262,40";"4,20";"1.016,60";"91,60";"28,90";"70,20";0;9;"6,30";"97,70";0;"0,04";"0,06";"12,84";"159,45";"0,17"
18-11-2021 11:00:00;"8,30";"92,70";"255,70";"4,60";1.016;"87,90";"87,40";"0,70";0;"9,80";"7,20";"97,10";"0,20";"0,04";"0,05";"14,76";"173,88";"0,14"
18-11-2021 12:00:00;8;"95,40";"248,30";"4,60";"1.015,60";"99,30";100;"5,10";0;"9,30";"7,30";100;"0,30";"0,02";"0,04";"14,58";"188,51";"0,09"
18-11-2021 13:00:00;"9,10";"95,80";240;"4,40";"1.014,70";100;100;"58,90";0;"9,30";"8,50";100;"0,20";"0,01";"0,02";"12,30";"202,86";"0,06"
18-11-2021 14:00:00;"9,60";"94,10";"244,70";"5,70";"1.014,20";100;100;"93,10";0;"11,40";"8,80";100;"0,20";0;"0,01";"8,15";"216,59";"0,03"
18-11-2021 15:00:00;"9,40";"94,80";"243,70";"6,70";"1.013,20";100;100;"85,20";0;"13,20";"8,70";100;"0,10";0;0;"2,54";"229,57";"0,02"
18-11-2021 16:00:00;"9,50";97;248;"7,40";"1.011,90";100;"94,20";"93,80";"0,10";"14,80";"9,10";100;"0,10";0;0;"-4,62";"241,89";0
18-11-2021 17:00:00;"10,10";"97,60";"257,60";"7,40";"1.011,40";100;"99,60";100;"0,20";"14,90";"9,80";100;0;0;0;0;0;0
18-11-2021 18:00:00;"10,90";"96,60";"264,30";"7,80";"1.011,80";"99,90";"94,30";"99,70";0;"15,40";"10,40";100;0;0;0;0;0;0
18-11-2021 19:00:00;"11,20";96;"272,20";8;1.012;100;"2,90";"74,80";0;16;"10,70";100;0;0;0;0;0;0
18-11-2021 20:00:00;"11,20";"94,50";"274,90";"7,90";"1.012,20";100;"0,50";"42,60";0;"15,80";"10,40";100;0;0;0;0;0;0
18-11-2021 21:00:00;"11,30";"95,20";"277,20";"7,70";"1.012,10";100;"6,70";19;0;"15,90";"10,60";100;0;0;0;0;0;0
18-11-2021 22:00:00;"11,60";"92,50";"282,10";"7,80";"1.012,50";"96,10";"0,10";"40,20";0;"16,10";"10,40";"97,80";0;0;0;0;0;0
18-11-2021 23:00:00;"11,50";"91,70";"283,10";"7,60";"1.012,60";"99,80";"6,40";"49,20";0;"15,60";"10,30";"99,90";0;0;0;0;0;0
19-11-2021 00:00:00;"11,50";"90,60";"284,70";"9,10";"1.012,70";74;"14,10";41;0;"18,20";10;"80,70";0;0;0;0;0;0
19-11-2021 01:00:00;"11,40";"91,40";"282,10";"8,40";"1.012,80";"81,10";"6,90";"69,20";0;"18,20";"10,10";"94,50";0;0;0;0;0;0
19-11-2021 02:00:00;"11,50";"92,90";"282,10";"8,70";"1.013,20";100;"76,90";"91,80";0;"17,60";"10,50";100;0;0;0;0;0;0
19-11-2021 03:00:00;"11,20";"94,90";"279,80";7;"1.013,30";"96,40";100;2;0;"17,30";"10,50";100;0;0;0;0;0;0
19-11-2021 04:00:00;"11,60";"94,20";"269,80";7;"1.013,20";100;"32,20";"6,10";0;14;"10,80";100;0;0;0;0;0;0
19-11-2021 05:00:00;"11,50";"92,60";"270,70";"7,40";"1.013,10";100;58;"10,30";0;"15,70";"10,40";100;0;0;0;0;0;0
19-11-2021 06:00:00;"11,60";"92,20";"267,70";"7,70";"1.012,50";100;"7,30";34;0;"15,50";"10,40";100;0;0;0;0;0;0
19-11-2021 07:00:00;"11,80";92;"269,50";"7,50";"1.012,60";100;"90,50";"3,30";0;"15,40";"10,60";100;0;0;0;"-3,54";"120,13";0
19-11-2021 08:00:00;"12,10";"91,20";"267,60";"7,80";"1.012,70";"99,90";"96,20";"3,60";0;"15,60";"10,80";100;0;0;"0,01";"3,36";"132,54";"0,05"
19-11-2021 09:00:00;"12,20";"91,20";"268,60";"7,80";"1.013,30";100;"46,20";"0,50";0;"15,70";"10,80";100;0;"0,03";"0,03";"8,75";"145,62";"0,20"
